Date,Opening,High,Low,Closing,Momentum,Range,ohlc,usa_cpi,pol_cpi,usa_inter,pol_inter
2010.12.23,3.041192291066289,3.051,3.0271,3.0411922910662876,1.3322676295501878e-15,0.023900000000000254,3.0401211455331443,1.495723,3.1,3.29,5.98
2010.12.24,3.0296105377906897,3.048,3.0162,3.0295906249999893,1.9912790700349348e-05,0.03180000000000005,3.0308502906976695,1.495723,3.1,3.29,5.98
2010.12.26,3.021896361185981,3.0278,3.0132,3.0219040431266855,-7.681940704440393e-06,0.014600000000000168,3.0212001010781666,1.495723,3.1,3.29,5.98
2010.12.27,3.0260848901098925,3.0348,3.0207,3.026080494505496,4.395604396467689e-06,0.014100000000000001,3.0269163461538473,1.495723,3.1,3.29,5.98
2010.12.28,3.018813391557496,3.0358,3.0019,3.01879832605532,1.5065502176003776e-05,0.03390000000000004,3.0188279294032037,1.495723,3.1,3.29,5.98
2010.12.29,3.028118705035983,3.0495,3.0007,3.0281417266187196,-2.302158273659316e-05,0.048799999999999955,3.026615107913676,1.495723,3.1,3.29,5.98
2010.12.30,3.0143227532097017,3.0439,2.9922,3.014292011412272,3.0741797429456597e-05,0.05169999999999986,3.0161786911554938,1.495723,3.1,3.29,5.98
2010.12.31,2.9872150724637763,2.9997,2.9733,2.9872052173913106,9.855072465647652e-06,0.026399999999999757,2.9868550724637712,1.495723,3.1,3.29,5.98
2011.01.02,2.9646102505694754,2.9822,2.9475,2.964590888382687,1.936218678855184e-05,0.0347000000000004,2.9647252847380408,1.631847,3.6,3.39,6.26
2011.01.03,2.976215652173912,2.9799,2.9674,2.9762208695652173,-5.21739130521226e-06,0.012500000000000178,2.9749341304347823,1.631847,3.6,3.39,6.26
2011.01.04,2.9633391461649725,2.9867,2.9466,2.963322937771338,1.620839363436488e-05,0.0400999999999998,2.9649905209840774,1.631847,3.6,3.39,6.26
2011.01.05,2.9390140127388515,2.966,2.9158,2.9389928520877473,2.1160651104246142e-05,0.050200000000000244,2.9399517162066493,1.631847,3.6,3.39,6.26
2011.01.06,2.943644925479065,2.9632,2.9275,2.9436611781405304,-1.6252661465543383e-05,0.03569999999999984,2.944501525904899,1.631847,3.6,3.39,6.26
2011.01.07,2.960220588235297,2.9829,2.9334,2.960241106442577,-2.0518207279884848e-05,0.0495000000000001,2.959190423669469,1.631847,3.6,3.39,6.26
2011.01.09,2.9893571428571435,3.0111,2.972,2.9893928078817753,-3.5665024631814646e-05,0.03909999999999991,2.99046248768473,1.631847,3.6,3.39,6.26
2011.01.10,3.010691139240504,3.0165,3.0052,3.010680759493671,1.0379746833155679e-05,0.01130000000000031,3.0107679746835436,1.631847,3.6,3.39,6.26
2011.01.11,3.0166241481481513,3.037,3.0043,3.0166250370370435,-8.888888922697902e-07,0.03269999999999973,3.0186372962962986,1.631847,3.6,3.39,6.26
2011.01.12,2.984261511299433,3.0172,2.9595,2.984218714689274,4.2796610159268056e-05,0.057700000000000085,2.9862950564971764,1.631847,3.6,3.39,6.26
2011.01.13,2.941733710247345,2.9703,2.9213,2.9417101766784404,2.3533568904721136e-05,0.04899999999999993,2.9437609717314466,1.631847,3.6,3.39,6.26
2011.01.14,2.9137293950177967,2.9414,2.8899,2.913715302491109,1.4092526687825568e-05,0.05149999999999988,2.914686174377226,1.631847,3.6,3.39,6.26
2011.01.16,2.90070080321285,2.9119,2.8768,2.9006923694779077,8.433734942414617e-06,0.03510000000000035,2.8975232931726893,1.631847,3.6,3.39,6.26
2011.01.17,2.8995477453580873,2.9041,2.892500,2.8995734748010604,-2.5729442973077e-05,0.011600000000000055,2.898930305039787,1.631847,3.6,3.39,6.26
2011.01.18,2.9092511405445247,2.924,2.8942,2.9092515820456266,-4.415011018998882e-07,0.029799999999999827,2.9091756806475377,1.631847,3.6,3.39,6.26
2011.01.19,2.888955328158082,2.9037,2.8755,2.888939449541282,1.587861680008018e-05,0.028200000000000003,2.8892736944248414,1.631847,3.6,3.39,6.26
2011.01.20,2.8760894251241993,2.8919,2.8564,2.876079205110015,1.0220014184270099e-05,0.03550000000000031,2.8751171575585537,1.631847,3.6,3.39,6.26
2011.01.21,2.890724135497533,2.9213,2.8717,2.8907340155257595,-9.880028226660897e-06,0.049599999999999866,2.8936145377558233,1.631847,3.6,3.39,6.26
2011.01.23,2.864076401179944,2.8925,2.8425,2.8640478859390384,2.8515240905857553e-05,0.050000000000000266,2.865781071779746,1.631847,3.6,3.39,6.26
2011.01.24,2.8498345679012376,2.854,2.8434,2.8498553086419762,-2.074074073865617e-05,0.010600000000000165,2.8492724691358036,1.631847,3.6,3.39,6.26
2011.01.25,2.845591414496834,2.8714,2.8323,2.8455895144264542,1.9000703797011909e-06,0.03909999999999991,2.848720232230822,1.631847,3.6,3.39,6.26
2011.01.26,2.837766596194498,2.8561,2.8229,2.837759267089491,7.3291050068924335e-06,0.033199999999999896,2.8386314658209972,1.631847,3.6,3.39,6.26
2011.01.27,2.833717299578052,2.8487,2.8233,2.8337191279887466,-1.8284106944044254e-06,0.025399999999999867,2.8348591068916997,1.631847,3.6,3.39,6.26
2011.01.28,2.8421888342696575,2.8532,2.824,2.8421985252809003,-9.691011242818348e-06,0.029200000000000337,2.8403968398876396,1.631847,3.6,3.39,6.26
2011.01.30,2.8714258096172722,2.9116,2.8425,2.8714803729146228,-5.456329735054055e-05,0.06910000000000016,2.8742515456329736,1.631847,3.6,3.39,6.26
2011.01.31,2.906243137254902,2.9105,2.901,2.906244117647059,-9.803921567907992e-07,0.009500000000000064,2.90599681372549,1.631847,3.6,3.39,6.26
2011.02.01,2.875672033898301,2.907,2.8569,2.8756439265536673,2.8107344633543363e-05,0.05010000000000003,2.878803990112992,2.107585,3.6,3.58,6.26
2011.02.02,2.83294321428572,2.8683,2.812,2.8329106428571484,3.257142857160389e-05,0.05630000000000024,2.836538464285717,2.107585,3.6,3.58,6.26
2011.02.03,2.8271299927901956,2.8407,2.8103,2.8271401586157197,-1.0165825524044436e-05,0.030400000000000205,2.826317537851479,2.107585,3.6,3.58,6.26
2011.02.04,2.8525223503965322,2.8708,2.8208,2.8525445565969605,-2.2206200428254164e-05,0.04999999999999982,2.8491667267483733,2.107585,3.6,3.58,6.26
2011.02.06,2.863772636815916,2.8728,2.8509,2.8637801990049745,-7.562189058507585e-06,0.021899999999999586,2.862813208955223,2.107585,3.6,3.58,6.26
2011.02.07,2.857671938775513,2.868300,2.8516,2.857652295918367,1.9642857146173753e-05,0.01670000000000016,2.85880605867347,2.107585,3.6,3.58,6.26
2011.02.08,2.8543939415538215,2.8709,2.8244,2.8543971489665037,-3.2074126821157734e-06,0.046499999999999986,2.851022772630081,2.107585,3.6,3.58,6.26
2011.02.09,2.8476870000000036,2.8578,2.8345,2.847695142857151,-8.142857147230842e-06,0.02330000000000032,2.846920535714289,2.107585,3.6,3.58,6.26
2011.02.10,2.8502850672328437,2.8703,2.8344,2.85028174097665,3.3262561935920587e-06,0.03589999999999982,2.8513167020523733,2.107585,3.6,3.58,6.26
2011.02.11,2.8794498593530276,2.8943,2.8514,2.879477144866396,-2.7285513368280334e-05,0.04289999999999994,2.8761567510548556,2.107585,3.6,3.58,6.26
2011.02.13,2.897894005994009,2.9149,2.8795,2.8978941058940983,-9.990008953408847e-08,0.035399999999999654,2.897547027972027,2.107585,3.6,3.58,6.26
2011.02.14,2.896876059850374,2.903,2.8921,2.8968458852867847,3.0174563589557835e-05,0.01089999999999991,2.89720548628429,2.107585,3.6,3.58,6.26
2011.02.15,2.9198513978494525,2.937,2.8828,2.9198712544802805,-1.9856630828041233e-05,0.054199999999999804,2.914880663082433,2.107585,3.6,3.58,6.26
2011.02.16,2.9089592123769346,2.9332,2.8947,2.9089551336146267,4.07876230790194e-06,0.03849999999999998,2.91145358649789,2.107585,3.6,3.58,6.26
2011.02.17,2.885416048502142,2.905,2.8643,2.885394721825969,2.1326676173050174e-05,0.040699999999999736,2.8850276925820277,2.107585,3.6,3.58,6.26
2011.02.18,2.87356195574589,2.8898,2.8633,2.8735620985010675,-1.4275517745687694e-07,0.026499999999999968,2.875056013561739,2.107585,3.6,3.58,6.26
2011.02.20,2.870666467065868,2.8939,2.8534,2.8706649700598823,1.4970059858399054e-06,0.04049999999999976,2.8721578592814376,2.107585,3.6,3.58,6.26
2011.02.21,2.8579520725388634,2.8619,2.8524,2.857972020725387,-1.9948186523510714e-05,0.009500000000000064,2.8575560233160626,2.107585,3.6,3.58,6.26
2011.02.22,2.878185526315793,2.9039,2.8566,2.878220614035086,-3.5087719293169783e-05,0.04730000000000034,2.87922653508772,2.107585,3.6,3.58,6.26
2011.02.23,2.9040837780898805,2.9376,2.8799,2.9040891151685337,-5.337078653244731e-06,0.057700000000000085,2.906418223314603,2.107585,3.6,3.58,6.26
2011.02.24,2.8892915841584164,2.9017,2.8773,2.889286704384728,4.879773688237776e-06,0.024399999999999977,2.889394572135786,2.107585,3.6,3.58,6.26
2011.02.25,2.8895469257950572,2.914,2.8758,2.8895544876325148,-7.561837457537024e-06,0.038200000000000234,2.892225353356893,2.107585,3.6,3.58,6.26
2011.02.27,2.8860074183976248,2.8975,2.8735,2.8860221562809163,-1.4737883291537912e-05,0.02400000000000002,2.885757393669635,2.107585,3.6,3.58,6.26
2011.02.28,2.8924954773869334,2.8994,2.8853,2.8925120603015073,-1.658291457395933e-05,0.014100000000000001,2.8924268844221106,2.107585,3.6,3.58,6.26
2011.03.01,2.8686509887005553,2.8893,2.8553,2.8686389830508388,1.2005649716595457e-05,0.03399999999999981,2.8704724929378482,2.681603,4.3,3.41,6.27
2011.03.02,2.878787183098586,2.8982,2.8544,2.878806971830985,-1.9788732398939857e-05,0.04380000000000006,2.8775485387323925,2.681603,4.3,3.41,6.27
2011.03.03,2.872918772305492,2.9009,2.8569,2.8728987152034207,2.0057102071202593e-05,0.04400000000000004,2.8759043718772284,2.681603,4.3,3.41,6.27
2011.03.04,2.861403751803754,2.8755,2.8499,2.8614084415584466,-4.689754692588366e-06,0.02560000000000029,2.8620530483405497,2.681603,4.3,3.41,6.27
2011.03.06,2.852147786720327,2.8647,2.8405,2.852150201207248,-2.414486921065162e-06,0.0242,2.852374496981894,2.681603,4.3,3.41,6.27
2011.03.07,2.844487172774871,2.8485,2.841,2.844489790575919,-2.6178010483768333e-06,0.00749999999999984,2.8446192408376976,2.681603,4.3,3.41,6.27
2011.03.08,2.8410620640569344,2.8563,2.8306,2.8410554448398577,6.619217076675454e-06,0.025700000000000056,2.842254377224198,2.681603,4.3,3.41,6.27
2011.03.09,2.8549187677053944,2.8733,2.8339,2.8549308073654487,-1.2039660054252721e-05,0.0394000000000001,2.8542623937677107,2.681603,4.3,3.41,6.27
2011.03.10,2.8611741268709827,2.8708,2.8512,2.8611829650748266,-8.838203843897219e-06,0.019600000000000062,2.8610892729864523,2.681603,4.3,3.41,6.27
2011.03.11,2.8960504632929442,2.9174,2.8672,2.8960782608695594,-2.7797576615196107e-05,0.050200000000000244,2.8941821810406263,2.681603,4.3,3.41,6.27
2011.03.13,2.9071405511811035,2.9396,2.8747,2.9071126968503957,2.78543307077328e-05,0.06490000000000018,2.907138312007875,2.681603,4.3,3.41,6.27
2011.03.14,2.8821616959064307,2.8933,2.8616,2.882233333333331,-7.163742690030617e-05,0.03169999999999984,2.879823757309941,2.681603,4.3,3.41,6.27
2011.03.15,2.8847563675832153,2.9088,2.8733,2.8847806078147618,-2.424023154645738e-05,0.035499999999999865,2.887909243849494,2.681603,4.3,3.41,6.27
2011.03.16,2.9029090387374423,2.9324,2.8835,2.9028970588235263,1.1979913915993734e-05,0.04889999999999972,2.905426524390242,2.681603,4.3,3.41,6.27
2011.03.17,2.9247987315010637,2.9666,2.8795,2.9248345313601156,-3.5799859051888205e-05,0.08709999999999996,2.9239333157152947,2.681603,4.3,3.41,6.27
2011.03.18,2.9105127183787514,2.949,2.8843,2.9104679944095015,4.472396924981581e-05,0.06469999999999976,2.913570178197063,2.681603,4.3,3.41,6.27
2011.03.20,2.8768380295566423,2.8927,2.8638,2.8768114285714232,2.6600985219005224e-05,0.028900000000000148,2.8775373645320164,2.681603,4.3,3.41,6.27
2011.03.21,2.86893671875,2.8721,2.8649,2.8689473958333322,-1.0677083332133464e-05,0.007200000000000095,2.868721028645833,2.681603,4.3,3.41,6.27
2011.03.22,2.8447542324246737,2.8697,2.8264,2.8447301291248146,2.4103299859135063e-05,0.043299999999999894,2.8463960903873717,2.681603,4.3,3.41,6.27
2011.03.23,2.8390543209876533,2.8607,2.8257,2.8390729121278127,-1.8591140159340824e-05,0.03500000000000014,2.8411318082788664,2.681603,4.3,3.41,6.27
2011.03.24,2.855016042402834,2.8664,2.8373,2.8550261484099013,-1.0106007067189893e-05,0.029100000000000126,2.8534355477031843,2.681603,4.3,3.41,6.27
2011.03.25,2.8416177664974533,2.867,2.8246,2.841607759245822,1.0007251631360958e-05,0.04239999999999977,2.843706381435819,2.681603,4.3,3.41,6.27
2011.03.27,2.8382363545816762,2.8564,2.8264,2.8382625498008003,-2.6195219124058866e-05,0.029999999999999805,2.8398247260956193,2.681603,4.3,3.41,6.27
2011.03.28,2.858768407960195,2.8641,2.8538,2.858770398009946,-1.990049751210421e-06,0.010299999999999976,2.8588597014925354,2.681603,4.3,3.41,6.27
2011.03.29,2.8407066714490643,2.8586,2.828,2.840718436154948,-1.1764705883710036e-05,0.030600000000000183,2.842006276901003,2.681603,4.3,3.41,6.27
2011.03.30,2.8329512857142833,2.8431,2.8184,2.8329543571428495,-3.071428566148171e-06,0.024700000000000166,2.8318514107142834,2.681603,4.3,3.41,6.27
2011.03.31,2.838098238195908,2.8576,2.8214,2.8381100775193775,-1.1839323469597929e-05,0.03620000000000001,2.8388020789288215,2.681603,4.3,3.41,6.27
2011.04.01,2.834809390329355,2.8463,2.8157,2.8348157673440713,-6.3770147162856006e-06,0.03059999999999974,2.8329062894183568,3.163631,4.5,3.46,6.14
2011.04.03,2.8402478817734003,2.8702,2.8188,2.840244926108378,2.9556650220641245e-06,0.05140000000000011,2.8423732019704446,3.163631,4.5,3.46,6.14
2011.04.04,2.821476119402985,2.8254,2.8175,2.821482089552238,-5.970149253187174e-06,0.00790000000000024,2.8214645522388055,3.163631,4.5,3.46,6.14
2011.04.05,2.831596046511629,2.8431,2.8209,2.831602325581395,-6.279069765913192e-06,0.02220000000000022,2.831799593023256,3.163631,4.5,3.46,6.14
2011.04.06,2.8195217758985143,2.8423,2.799,2.819502536997889,1.9238900625051514e-05,0.043299999999999894,2.820081078224101,3.163631,4.5,3.46,6.14
2011.04.07,2.781614710042425,2.8025,2.7694,2.7816049504950398,9.759547385357337e-06,0.03310000000000013,2.7837799151343665,3.163631,4.5,3.46,6.14
2011.04.08,2.776321484653818,2.791,2.7531,2.776309707351888,1.1777301929694062e-05,0.037900000000000045,2.7741827980014264,3.163631,4.5,3.46,6.14
2011.04.10,2.7458411996066827,2.7592,2.7307,2.7458190757128778,2.2123893804959494e-05,0.028499999999999748,2.74539006882989,3.163631,4.5,3.46,6.14
2011.04.11,2.73611649122807,2.7411,2.733,2.73610596491228,1.0526315790126972e-05,0.008099999999999774,2.7365806140350877,3.163631,4.5,3.46,6.14
2011.04.12,2.7483366998577514,2.7636,2.732,2.7483566856330075,-1.9985775256081695e-05,0.03159999999999963,2.74807334637269,3.163631,4.5,3.46,6.14
2011.04.13,2.751728936170209,2.7712,2.7347,2.7517226241134787,6.312056730184423e-06,0.036499999999999755,2.7523378900709217,3.163631,4.5,3.46,6.14
2011.04.14,2.7415466760961804,2.7519,2.7231,2.7415482319660485,-1.5558698680528948e-06,0.028799999999999937,2.7395237270155572,3.163631,4.5,3.46,6.14
2011.04.15,2.729252421652425,2.7524,2.7193,2.7292478632478625,4.55840456270451e-06,0.03310000000000013,2.732550071225072,3.163631,4.5,3.46,6.14
2011.04.17,2.7322860396039643,2.7462,2.7216,2.7322957425742613,-9.702970297009728e-06,0.024599999999999955,2.7330954455445564,3.163631,4.5,3.46,6.14
2011.04.18,2.743644562334217,2.7534,2.7362,2.7436610079575603,-1.6445623343130933e-05,0.017199999999999882,2.744226392572944,3.163631,4.5,3.46,6.14
2011.04.19,2.7865821178120584,2.8241,2.7442,2.786627629733516,-4.551192145774152e-05,0.07989999999999986,2.7853774368863937,3.163631,4.5,3.46,6.14
2011.04.20,2.7765270995059965,2.8055,2.7523,2.7764926605504603,3.443895553623122e-05,0.053199999999999914,2.777704940014114,3.163631,4.5,3.46,6.14
2011.04.21,2.735868226950357,2.7556,2.721,2.7358458865248196,2.2340425537503705e-05,0.03459999999999974,2.737078528368794,3.163631,4.5,3.46,6.14
2011.04.22,2.712579776951661,2.7249,2.6965,2.7125696654274982,1.0111524162859098e-05,0.02839999999999998,2.7116373605947897,3.163631,4.5,3.46,6.14
2011.04.24,2.710703627569519,2.7147,2.7014,2.7107051995163123,-1.5719467931774034e-06,0.01330000000000009,2.7093772067714577,3.163631,4.5,3.46,6.14
2011.04.25,2.7124121212121195,2.7205,2.7057,2.7124313131313116,-1.9191919192085294e-05,0.014799999999999702,2.712760858585858,3.163631,4.5,3.46,6.14
2011.04.26,2.708258954154712,2.7202,2.6965,2.7082569484240646,2.005730647347548e-06,0.023700000000000276,2.7083039756446943,3.163631,4.5,3.46,6.14
2011.04.27,2.6937177339901504,2.7205,2.6751,2.6936983814215347,1.9352568615627064e-05,0.045399999999999885,2.695754028852921,3.163631,4.5,3.46,6.14
2011.04.28,2.6694504225352107,2.6903,2.6392,2.6694211971830915,2.9225352119244263e-05,0.05109999999999992,2.6670929049295755,3.163631,4.5,3.46,6.14
2011.04.29,2.6545616546762565,2.667,2.6403,2.6545686330935285,-6.978417272041071e-06,0.026699999999999946,2.654107571942446,3.163631,4.5,3.46,6.14
2011.05.01,2.649802378592663,2.6565,2.6425,2.649804261645187,-1.8830525236879225e-06,0.01399999999999979,2.6496516600594626,3.568646,5,3.17,6.06
2011.05.02,2.6533812820512823,2.6645,2.6427,2.653399230769232,-1.7948717949689552e-05,0.02179999999999982,2.6534951282051282,3.568646,5,3.17,6.06
2011.05.03,2.6485672648959095,2.6683,2.6333,2.6485623115577903,4.953338119229045e-06,0.0349999999999997,2.649682394113425,3.568646,5,3.17,6.06
2011.05.04,2.657709263157897,2.6731,2.6423,2.6577225964912277,-1.3333333330756147e-05,0.030799999999999716,2.657707964912281,3.568646,5,3.17,6.06
2011.05.05,2.6559434201266727,2.6677,2.6317,2.655937931034484,5.489092188781797e-06,0.03600000000000003,2.6528203377902893,3.568646,5,3.17,6.06
2011.05.06,2.6957147655703375,2.7347,2.6442,2.6957583624912527,-4.3596920915156545e-05,0.09050000000000002,2.6925932820153977,3.568646,5,3.17,6.06
2011.05.08,2.726573235294121,2.7579,2.6983,2.7266063725490155,-3.313725489428876e-05,0.05959999999999965,2.7273449019607843,3.568646,5,3.17,6.06
2011.05.09,2.7420936868686883,2.7515,2.7352,2.742087121212123,6.565656565094002e-06,0.016300000000000203,2.7427202020202026,3.568646,5,3.17,6.06
2011.05.10,2.740068758716868,2.7679,2.7161,2.7400666666666633,2.092050204627327e-06,0.05180000000000007,2.741033856345883,3.568646,5,3.17,6.06
2011.05.11,2.7334657765284636,2.7563,2.7211,2.733456219255102,9.557273361604501e-06,0.03520000000000012,2.736080498945891,3.568646,5,3.17,6.06
2011.05.12,2.737404628330995,2.7602,2.7063,2.7374154978962157,-1.0869565220783528e-05,0.05390000000000006,2.7353300315568028,3.568646,5,3.17,6.06
2011.05.13,2.7520884210526257,2.7745,2.7375,2.752083578947363,4.84210526252582e-06,0.037000000000000366,2.7540429999999976,3.568646,5,3.17,6.06
2011.05.15,2.758826176470592,2.7987,2.7293,2.758855392156869,-2.9215686276895525e-05,0.06940000000000035,2.7614203921568654,3.568646,5,3.17,6.06
2011.05.16,2.7954015000000005,2.8017,2.7905,2.795395250000001,6.2499999993193e-06,0.011199999999999655,2.7957491875000002,3.568646,5,3.17,6.06
2011.05.17,2.7764984679665687,2.7987,2.7567,2.7764869777158747,1.1490250694023985e-05,0.04200000000000026,2.777096361420611,3.568646,5,3.17,6.06
2011.05.18,2.7648104895104932,2.7842,2.7471,2.764791048951048,1.9440559445360606e-05,0.03709999999999969,2.7652253846153854,3.568646,5,3.17,6.06
2011.05.19,2.748651820728286,2.7672,2.7365,2.748648879551814,2.9411764721487543e-06,0.03069999999999995,2.750250175070025,3.568646,5,3.17,6.06
2011.05.20,2.7430481638418036,2.7598,2.7325,2.7430440677965997,4.096045203905163e-06,0.02729999999999988,2.7445980579096005,3.568646,5,3.17,6.06
2011.05.22,2.7531940078585513,2.7784,2.7315,2.7532298624754494,-3.585461689814551e-05,0.04689999999999994,2.7540809675835005,3.568646,5,3.17,6.06
2011.05.23,2.7777315270935965,2.7851,2.7699,2.777769704433497,-3.817733990052474e-05,0.015200000000000102,2.7776253078817734,3.568646,5,3.17,6.06
2011.05.24,2.8102106397774613,2.8306,2.7804,2.810228789986087,-1.8150208625833386e-05,0.0501999999999998,2.8078598574408873,3.568646,5,3.17,6.06
2011.05.25,2.8018069085833877,2.8152,2.7938,2.8018155617585405,-8.653175152861792e-06,0.021399999999999864,2.8031556175854826,3.568646,5,3.17,6.06
2011.05.26,2.8128462020905896,2.8284,2.7956,2.812869059233452,-2.2857142862431346e-05,0.03279999999999994,2.8124288153310104,3.568646,5,3.17,6.06
2011.05.27,2.807875960866526,2.8329,2.7844,2.807886512928023,-1.0552061497026699e-05,0.048499999999999766,2.808265618448637,3.568646,5,3.17,6.06
2011.05.29,2.787051815505398,2.8066,2.7685,2.7870593719332604,-7.556427862542847e-06,0.03810000000000002,2.7873027968596644,3.568646,5,3.17,6.06
2011.05.30,2.7759928571428594,2.7799,2.7706,2.776011224489797,-1.8367346937608886e-05,0.009300000000000086,2.775626020408164,3.568646,5,3.17,6.06
2011.05.31,2.7784168191414493,2.7868,2.7566,2.778395777621394,2.104152005522053e-05,0.030199999999999783,2.775053149190711,3.568646,5,3.17,6.06
2011.06.01,2.7458421830985835,2.7626,2.7341,2.7458351408450627,7.04225352077259e-06,0.028499999999999748,2.7470943309859117,3.558828,4.2,3,5.88
2011.06.02,2.752433707077788,2.7732,2.7312,2.7524519971969195,-1.8290119131680882e-05,0.04200000000000026,2.7523214260686766,3.558828,4.2,3,5.88
2011.06.03,2.739693234672304,2.7659,2.7179,2.7396631430584963,3.009161380784775e-05,0.0479999999999996,2.7407890944327002,3.558828,4.2,3,5.88
